link,mean_abs_price_diff,x1,x2,y1,y2
16740_17341,3.859572587505002,-76.89999999999996,-77.10000000000016,35.49999975809189,35.10000016550798
16740_17342,1.6810165051971648,-76.69999999999995,-77.10000000000016,35.49999975809244,35.10000016550798
16740_17640,1.401250951113381,-77.10000000000036,-77.10000000000016,35.69999954909193,35.10000016550798
17020_17023,7.07209589041096,-80.50000000000217,-81.10000000000029,35.29999996355701,35.299999963557035
17020_17619,4.005614155251141,-81.10000000000029,-81.30000000000068,35.299999963557035,35.6999995490918
17048_17348,0.05082046750741401,-75.50000000000074,-75.4999999999998,35.49999975809248,35.29999996355635
17048_17648,0.13469183253359346,-75.50000000000078,-75.4999999999998,35.69999954909193,35.29999996355635
17048_17947,0.18861790918942833,-75.6999999999989,-75.4999999999998,35.899999336530044,35.29999996355635
17332_17334,5.426935666145842,-78.70000000000029,-78.30000000000113,35.49999975809234,35.49999975809229
17332_17335,6.660458904109589,-78.09999999999935,-78.70000000000029,35.49999975809212,35.49999975809234
17332_17336,14.645409960789534,-77.90000000000012,-78.70000000000029,35.499999758092315,35.49999975809234
17334_17335,5.293005707762558,-78.09999999999935,-78.30000000000113,35.49999975809212,35.49999975809229
17334_17336,12.741719811455003,-77.90000000000012,-78.30000000000113,35.499999758092315,35.49999975809229
17334_17937,5.558477741556282,-77.7000000000002,-78.30000000000113,35.89999933653018,35.49999975809229
17335_17336,5.797368721461187,-78.09999999999935,-77.90000000000012,35.49999975809212,35.499999758092315
17335_17937,8.357207762557078,-78.09999999999935,-77.7000000000002,35.49999975809212,35.89999933653018
17335_17938,8.108835290280497,-78.09999999999935,-77.50000000000014,35.49999975809212,35.89999933653034
17335_18237,8.194858796296295,-78.09999999999935,-77.7000000000011,35.49999975809212,36.09999912038401
17336_17640,14.698155654753371,-77.90000000000012,-77.10000000000036,35.499999758092315,35.69999954909193
17336_17937,15.053599856209198,-77.90000000000012,-77.7000000000002,35.499999758092315,35.89999933653018
17336_17938,15.070690036985454,-77.90000000000012,-77.50000000000014,35.499999758092315,35.89999933653034
17336_17939,14.565992187535986,-77.90000000000012,-77.29999999999912,35.499999758092315,35.899999336529945
17336_18237,15.001840618208561,-77.90000000000012,-77.7000000000011,35.499999758092315,36.09999912038401
17336_18238,15.111811952120497,-77.90000000000012,-77.49999999999976,35.499999758092315,36.09999912038352
17341_17342,2.9877763440594,-76.69999999999995,-76.89999999999996,35.49999975809244,35.49999975809189
17341_17640,3.165120943981764,-77.10000000000036,-76.89999999999996,35.69999954909193,35.49999975809189
17341_17938,3.5659812296994793,-76.89999999999996,-77.50000000000014,35.49999975809189,35.89999933653034
17341_17939,3.220135201584589,-77.29999999999912,-76.89999999999996,35.899999336529945,35.49999975809189
17341_17940,3.285213349800521,-77.1000000000007,-76.89999999999996,35.89999933652924,35.49999975809189
17341_17941,3.037562739040322,-76.89999999999996,-76.89999999999878,35.49999975809189,35.899999336529554
17341_17942,2.9389375466787926,-76.70000000000022,-76.89999999999996,35.89999933652926,35.49999975809189
17341_17944,2.836797278586344,-76.89999999999996,-76.29999999999806,35.49999975809189,35.899999336529845
17341_18239,3.2399455138506164,-76.89999999999996,-77.29999999999951,35.49999975809189,36.099999120383885
17341_18242,2.8427895888437784,-76.89999999999996,-76.70000000000016,35.49999975809189,36.09999912038466
17341_18243,2.8356201727389982,-76.89999999999996,-76.50000000000072,35.49999975809189,36.099999120384815
17342_17640,0.4082510403217757,-76.69999999999995,-77.10000000000036,35.49999975809244,35.69999954909193
17342_17939,0.63239719753063806,-76.69999999999995,-77.29999999999912,35.49999975809244,35.899999336529945
17342_17940,0.6681421977203615,-76.69999999999995,-77.1000000000007,35.49999975809244,35.89999933652924
17342_17941,0.33066305936013374,-76.69999999999995,-76.89999999999878,35.49999975809244,35.899999336529554
17342_17942,0.38554343410442327,-76.69999999999995,-76.70000000000022,35.49999975809244,35.89999933652926
17342_17944,0.4155333935178841,-76.69999999999995,-76.29999999999806,35.49999975809244,35.899999336529845
17342_18242,0.5769678526594184,-76.69999999999995,-76.70000000000016,35.49999975809244,36.09999912038466
17342_18243,0.6680676609427487,-76.69999999999995,-76.50000000000072,35.49999975809244,36.099999120384815
17348_17648,0.08493123054046042,-75.50000000000074,-75.50000000000078,35.49999975809248,35.69999954909193
17348_17947,0.13876102066399978,-75.50000000000074,-75.6999999999989,35.49999975809248,35.899999336530044
17348_18246,1.1055775487137383,-75.50000000000074,-75.90000000000194,35.49999975809248,36.09999912038359
17348_18247,0.6299120205273184,-75.50000000000074,-75.69999999999918,35.49999975809248,36.099999120383615
17590_17893,8.414992177157298,-87.09999999999917,-86.50000000000117,35.699999549092155,35.899999336529646
17590_18192,9.124329040799134,-87.09999999999917,-86.69999999999764,35.699999549092155,36.099999120383686
17619_18219,1.4489657534246576,-81.29999999999777,-81.30000000000068,36.09999912038412,35.6999995490918
17640_17937,1.0459089269427122,-77.10000000000036,-77.7000000000002,35.69999954909193,35.89999933653018
17640_17938,0.6984691649217845,-77.10000000000036,-77.50000000000014,35.69999954909193,35.89999933653034
17640_17939,0.37332334995497657,-77.10000000000036,-77.29999999999912,35.69999954909193,35.899999336529945
17640_17940,0.38706696180046835,-77.10000000000036,-77.1000000000007,35.69999954909193,35.89999933652924
17640_17941,0.3925796392923716,-77.10000000000036,-76.89999999999878,35.69999954909193,35.899999336529554
17640_17942,0.5453034494762125,-76.70000000000022,-77.10000000000036,35.89999933652926,35.69999954909193
17640_17944,0.7034858559932738,-77.10000000000036,-76.29999999999806,35.69999954909193,35.899999336529845
17640_18237,0.9336711080338478,-77.10000000000036,-77.7000000000011,35.69999954909193,36.09999912038401
17640_18238,0.6454784853956858,-77.49999999999976,-77.10000000000036,36.09999912038352,35.69999954909193
17640_18239,0.5030615858498527,-77.10000000000036,-77.29999999999951,35.69999954909193,36.099999120383885
17640_18242,0.7654586654508505,-77.10000000000036,-76.70000000000016,35.69999954909193,36.09999912038466
17640_18243,0.8543202832085138,-77.10000000000036,-76.50000000000072,35.69999954909193,36.099999120384815
17640_18539,0.5882966491232783,-77.29999999999923,-77.10000000000036,36.29999890063132,35.69999954909193
17640_18540,0.5105719953663552,-77.10000000000036,-77.10000000000048,35.69999954909193,36.29999890063156
17640_18541,0.7082107415392194,-77.10000000000036,-76.8999999999992,35.69999954909193,36.29999890063144
17648_17944,1.2990780004662437,-75.50000000000078,-76.29999999999806,35.69999954909193,35.899999336529845
17648_17947,0.06249280419457578,-75.50000000000078,-75.6999999999989,35.69999954909193,35.899999336530044
17648_18245,1.0726629024834153,-76.09999999999985,-75.50000000000078,36.09999912038401,35.69999954909193
17648_18246,1.0233108176400332,-75.50000000000078,-75.90000000000194,35.69999954909193,36.09999912038359
17648_18247,0.5466793859652488,-75.50000000000078,-75.69999999999918,35.69999954909193,36.099999120383615
17648_18546,0.8413116575389604,-75.50000000000078,-75.90000000000104,35.69999954909193,36.2999989006308
17893_18192,2.0726449771689497,-86.69999999999764,-86.50000000000117,36.099999120383686,35.899999336529646
17937_17938,0.4672099534832886,-77.50000000000014,-77.7000000000002,35.89999933653034,35.89999933653018
17937_17939,0.8795985400205248,-77.29999999999912,-77.7000000000002,35.899999336529945,35.89999933653018
17937_17940,0.8263029934100579,-77.1000000000007,-77.7000000000002,35.89999933652924,35.89999933653018
